id_contrat,id_producteur,date_debut,date_fin,type,remuneration
558,55,2011-7-25,2022-10-10,CDD,75000
559,195,2010-11-10,2022-8-22,CDD,75000
560,177,2011-8-23,2012-3-10,CDD,75000
561,163,2010-3-22,2016-1-4,CDD,75000
562,178,2011-10-27,2012-4-5,CDD,75000
563,66,2010-12-13,2025-9-16,CDD,75000
564,7,2010-7-6,2017-6-28,CDD,75000
565,179,2010-4-16,2022-5-24,CDD,75000
566,134,2010-12-28,2012-1-2,CDD,75000
567,171,2010-9-7,2016-3-19,CDD,75000
568,167,2010-6-22,2023-3-18,CDD,75000
569,198,2010-8-10,2024-10-18,CDD,75000
570,13,2011-7-23,2024-9-21,CDD,75000
571,10,2010-8-8,2014-7-27,CDD,75000
572,40,2010-5-2,2020-1-10,CDD,75000
573,150,2010-11-8,2021-2-3,CDD,75000
574,59,2011-11-12,2021-3-5,CDD,75000
575,113,2010-11-12,2024-8-9,CDD,75000
576,34,2010-12-26,2018-12-14,CDD,75000
577,47,2011-5-10,2021-11-6,CDD,75000
578,164,2011-5-8,2013-2-3,CDD,75000
579,199,2011-1-26,2012-5-11,CDD,75000
580,171,2010-7-5,2014-3-5,CDD,75000
581,16,2010-9-5,2019-8-14,CDD,75000
582,45,2011-8-12,2020-1-15,CDD,75000
583,183,2011-2-17,2012-11-15,CDD,75000
584,155,2011-2-19,2022-4-26,CDD,75000
585,109,2010-1-5,2025-10-13,CDD,75000
586,37,2011-7-3,2018-6-21,CDD,75000
587,99,2010-12-8,2020-4-27,CDD,75000
588,12,2011-9-18,2012-11-13,CDD,75000
589,82,2010-9-5,2021-11-18,CDD,75000
590,46,2011-7-3,2018-12-7,CDD,75000
591,161,2011-7-13,2018-2-15,CDD,75000
592,54,2011-12-23,2018-6-4,CDD,75000
593,51,2011-2-11,2016-2-19,CDD,75000
594,163,2010-5-17,2020-9-12,CDD,75000
595,82,2010-1-19,2020-4-15,CDD,75000
596,188,2010-4-23,2018-11-28,CDD,75000
597,8,2010-11-3,2020-1-27,CDD,75000
598,58,2010-7-26,2019-9-3,CDD,75000
599,85,2010-3-2,2014-10-21,CDD,75000
600,54,2010-5-9,2017-9-7,CDD,75000
601,38,2010-8-19,2024-10-16,CDD,75000
602,127,2011-12-4,2020-6-2,CDD,75000
603,88,2011-2-3,2016-12-23,CDD,75000
604,133,2010-8-24,2022-1-16,CDD,75000
605,166,2010-11-4,2014-8-10,CDD,75000
606,129,2010-10-25,2020-8-19,CDD,75000
607,129,2010-4-5,2018-10-6,CDD,75000
608,136,2010-9-13,2022-4-9,CDD,75000
609,1,2010-11-12,2012-8-11,CDD,75000
610,83,2011-10-28,2025-9-20,CDD,75000
611,99,2011-3-20,2019-5-22,CDD,75000
612,65,2010-1-11,2017-12-5,CDD,75000
613,170,2011-9-20,2013-8-23,CDD,75000
614,76,2010-8-12,2025-6-9,CDD,75000
615,156,2010-1-2,2025-7-9,CDD,75000
616,192,2011-9-13,2020-11-4,CDD,75000
617,84,2011-6-27,2022-7-25,CDD,75000
618,195,2010-2-24,2020-7-16,CDD,75000
619,38,2011-12-15,2015-2-17,CDD,75000
620,92,2010-3-13,2025-4-9,CDD,75000
621,1,2011-3-16,2013-12-11,CDD,75000
622,54,2011-9-26,2018-3-8,CDD,75000
623,65,2010-4-13,2024-1-6,CDD,75000
624,132,2010-9-1,2019-8-6,CDD,75000
625,43,2011-7-25,2017-1-12,CDD,75000
626,192,2010-7-21,2017-1-11,CDD,75000
627,155,2010-1-13,2012-3-26,CDD,75000
628,183,2011-5-14,2021-7-9,CDD,75000
629,151,2011-3-28,2015-7-16,CDD,75000
630,88,2011-10-26,2025-11-19,CDD,75000
631,122,2010-3-3,2014-6-3,CDD,75000
632,61,2010-2-14,2022-2-14,CDD,75000
633,72,2011-10-19,2018-3-7,CDD,75000
634,70,2011-6-24,2013-12-25,CDD,75000
635,35,2010-3-20,2019-4-17,CDD,75000
636,182,2011-1-27,2012-2-20,CDD,75000
637,115,2011-8-10,2012-7-23,CDD,75000
638,19,2010-7-18,2021-11-19,CDD,75000
639,102,2011-8-7,2016-12-23,CDD,75000
640,36,2010-4-12,2025-7-24,CDD,75000
641,13,2011-4-11,2013-5-23,CDD,75000
642,86,2010-7-26,2019-6-14,CDD,75000
643,95,2010-9-5,2024-7-16,CDD,75000
644,62,2010-6-3,2016-1-14,CDD,75000
645,174,2011-10-17,2024-1-13,CDD,75000
646,171,2011-4-11,2025-5-10,CDD,75000
647,8,2011-10-23,2012-4-6,CDD,75000
648,87,2010-4-27,2014-9-13,CDD,75000
649,107,2010-1-15,2013-10-5,CDD,75000
650,116,2011-3-6,2021-6-20,CDD,75000
651,34,2011-6-3,2014-5-28,CDD,75000
652,43,2010-10-5,2017-9-28,CDD,75000
653,72,2011-7-28,2024-3-3,CDD,75000
654,169,2010-4-15,2022-7-11,CDD,75000
655,29,2010-4-8,2018-5-7,CDD,75000
656,36,2011-1-22,2014-8-23,CDD,75000
657,170,2011-7-8,2020-11-18,CDD,75000
658,172,2011-3-9,2024-3-22,CDD,75000
659,182,2011-10-23,2015-11-15,CDD,75000
660,160,2010-6-2,2018-1-22,CDD,75000
661,74,2011-11-20,2018-10-10,CDD,75000
662,122,2011-11-25,2014-12-26,CDD,75000
663,30,2011-11-20,2020-6-16,CDD,75000
664,149,2011-8-28,2018-6-22,CDD,75000
665,186,2011-10-10,2018-11-28,CDD,75000
666,105,2011-1-16,2017-5-21,CDD,75000
667,74,2011-10-7,2021-8-26,CDD,75000
668,1,2010-4-19,2014-8-2,CDD,75000
669,111,2010-1-7,2013-5-1,CDD,75000
670,158,2010-9-26,2023-8-20,CDD,75000
671,88,2010-7-16,2021-8-23,CDD,75000
672,15,2011-12-27,2017-3-3,CDD,75000
673,170,2011-9-10,2016-7-2,CDD,75000
674,179,2011-4-15,2016-7-23,CDD,75000
675,138,2011-6-9,2023-1-12,CDD,75000
676,174,2011-1-8,2025-4-21,CDD,75000
677,15,2011-4-25,2012-10-5,CDD,75000
678,76,2011-4-27,2021-2-7,CDD,75000
679,167,2011-1-24,2012-10-23,CDD,75000
680,26,2011-6-2,2018-7-16,CDD,75000
681,108,2010-10-25,2023-6-12,CDD,75000
682,35,2011-1-13,2020-1-18,CDD,75000
683,72,2010-2-23,2020-12-22,CDD,75000
684,188,2010-11-24,2018-11-21,CDD,75000
685,176,2010-3-28,2014-6-25,CDD,75000
686,56,2010-10-1,2016-1-23,CDD,75000
687,13,2011-4-8,2015-2-26,CDD,75000
688,125,2011-3-3,2018-12-12,CDD,75000
689,1,2011-4-11,2014-1-7,CDD,75000
690,178,2010-1-24,2023-2-28,CDD,75000
691,11,2011-1-9,2012-4-17,CDD,75000
692,46,2011-10-8,2012-5-20,CDD,75000
693,16,2010-11-1,2012-10-16,CDD,75000
694,58,2010-9-13,2023-2-19,CDD,75000
695,184,2011-12-11,2022-8-9,CDD,75000
696,61,2010-8-20,2024-11-27,CDD,75000
697,192,2011-4-23,2017-5-6,CDD,75000
698,71,2011-9-3,2021-1-6,CDD,75000
699,99,2011-9-16,2015-2-9,CDD,75000
700,68,2011-12-8,2013-7-7,CDD,75000
701,162,2011-10-8,2016-10-4,CDD,75000
702,171,2010-2-12,2020-2-1,CDD,75000
703,65,2011-5-17,2013-3-19,CDD,75000
704,19,2011-3-21,2014-7-19,CDD,75000
705,80,2010-1-13,2016-7-7,CDD,75000
706,161,2011-12-11,2018-12-21,CDD,75000
707,139,2011-7-13,2019-6-18,CDD,75000
708,150,2011-12-8,2022-4-10,CDD,75000
709,72,2011-9-11,2012-3-25,CDD,75000
710,120,2010-4-14,2024-1-1,CDD,75000
711,113,2011-11-3,2012-3-24,CDD,75000
712,74,2010-8-9,2014-8-28,CDD,75000
713,130,2010-8-15,2016-8-22,CDD,75000
714,40,2011-11-21,2016-5-26,CDD,75000
715,63,2011-2-16,2013-2-5,CDD,75000
716,118,2010-9-2,2024-6-3,CDD,75000
717,79,2011-9-26,2014-7-18,CDD,75000
718,199,2011-6-14,2022-9-20,CDD,75000
719,115,2011-9-11,2025-3-7,CDD,75000
720,197,2011-5-5,2023-1-25,CDD,75000
721,138,2010-3-21,2014-11-9,CDD,75000
722,15,2010-5-11,2017-7-5,CDD,75000
723,32,2011-2-16,2024-6-19,CDD,75000
724,167,2010-2-21,2021-7-27,CDD,75000
725,59,2011-2-15,2013-2-11,CDD,75000
726,147,2011-1-20,2014-5-16,CDD,75000
727,143,2011-1-17,2018-9-16,CDD,75000
728,39,2011-8-22,2019-2-21,CDD,75000
729,38,2010-9-4,2021-6-1,CDD,75000
730,19,2011-5-21,2020-10-3,CDD,75000
731,156,2010-12-12,2025-11-23,CDD,75000
732,104,2010-1-21,2021-9-5,CDD,75000
733,39,2011-8-25,2014-4-2,CDD,75000
734,145,2010-7-9,2013-8-1,CDD,75000
735,101,2011-12-5,2022-2-14,CDD,75000
736,189,2010-6-2,2017-1-2,CDD,75000
737,185,2011-7-22,2020-1-6,CDD,75000
738,153,2011-1-26,2014-6-19,CDD,75000
739,73,2011-6-25,2012-8-1,CDD,75000
740,69,2011-12-8,2013-7-17,CDD,75000
741,75,2010-6-9,2025-9-22,CDD,75000
742,56,2011-3-1,2023-1-13,CDD,75000
743,183,2010-2-3,2017-8-2,CDD,75000
744,114,2010-4-4,2024-6-16,CDD,75000
745,8,2010-1-17,2013-8-18,CDD,75000
746,189,2010-10-7,2024-12-3,CDD,75000
747,25,2010-9-11,2020-5-27,CDD,75000
748,8,2010-7-13,2019-1-3,CDD,75000
749,4,2011-5-18,2023-2-26,CDD,75000
750,184,2010-1-28,2025-12-16,CDD,75000
751,143,2010-7-2,2023-1-26,CDD,75000
752,78,2010-9-16,2025-8-1,CDD,75000
753,89,2010-2-24,2023-12-23,CDD,75000
754,109,2011-6-21,2020-11-2,CDD,75000
755,176,2011-7-4,2016-4-15,CDD,75000
756,130,2011-12-24,2019-9-1,CDD,75000
757,190,2010-8-27,2024-6-7,CDD,75000
758,57,2010-1-11,2022-5-7,CDD,75000
759,188,2011-2-5,2021-1-11,CDD,75000
760,71,2010-7-20,2018-11-13,CDD,75000
761,48,2011-5-7,2015-4-26,CDD,75000
762,77,2010-10-6,2021-8-14,CDD,75000
763,159,2010-7-26,2015-4-22,CDD,75000
764,59,2011-11-17,2020-10-16,CDD,75000
765,108,2010-5-6,2012-3-25,CDD,75000
766,26,2011-5-23,2018-1-12,CDD,75000
767,192,2010-8-2,2023-1-7,CDD,75000
768,32,2010-6-16,2017-10-6,CDD,75000
769,44,2010-8-28,2022-3-9,CDD,75000
770,177,2011-11-8,2012-5-23,CDD,75000
771,188,2011-3-25,2012-3-21,CDD,75000
772,29,2010-2-16,2019-1-23,CDD,75000
773,135,2011-12-12,2022-10-7,CDD,75000
774,193,2011-7-1,2018-12-22,CDD,75000
775,42,2011-2-23,2023-5-3,CDD,75000
776,92,2010-5-5,2022-3-8,CDD,75000
777,148,2010-4-17,2013-5-14,CDD,75000
778,71,2011-3-26,2024-10-3,CDD,75000
779,47,2011-5-27,2014-12-26,CDD,75000
780,176,2010-2-3,2021-7-8,CDD,75000
781,139,2010-5-23,2013-8-19,CDD,75000
782,173,2011-6-14,2015-3-22,CDD,75000
783,40,2011-9-11,2019-10-26,CDD,75000
784,70,2011-5-27,2017-7-20,CDD,75000
785,184,2010-11-19,2021-2-16,CDD,75000
786,34,2011-9-23,2014-3-16,CDD,75000
787,18,2010-9-21,2012-4-15,CDD,75000
788,10,2011-5-26,2013-12-19,CDD,75000
789,160,2011-1-16,2017-4-18,CDD,75000
790,115,2010-3-12,2021-3-16,CDD,75000
791,193,2010-4-3,2025-4-6,CDD,75000
792,199,2010-9-8,2022-11-4,CDD,75000
793,22,2011-10-22,2017-5-23,CDD,75000
794,32,2010-3-21,2022-8-18,CDD,75000
795,123,2010-3-3,2019-9-14,CDD,75000
796,123,2011-5-28,2025-1-14,CDD,75000
797,98,2011-2-13,2020-5-4,CDD,75000
798,110,2011-9-1,2015-7-24,CDD,75000
799,21,2011-5-22,2016-4-10,CDD,75000
800,178,2010-10-6,2014-10-18,CDD,75000
801,105,2010-12-4,2017-4-25,CDD,75000
802,34,2010-2-21,2020-7-21,CDD,75000
803,100,2010-10-23,2017-12-8,CDD,75000
804,3,2010-12-28,2013-11-13,CDD,75000
805,132,2010-10-18,2017-12-19,CDD,75000
806,24,2011-1-27,2015-9-11,CDD,75000
807,194,2011-5-19,2013-9-25,CDD,75000
808,20,2011-9-23,2022-5-23,CDD,75000
809,199,2011-4-21,2024-12-9,CDD,75000
810,5,2011-10-20,2023-11-26,CDD,75000
811,38,2011-4-24,2019-6-18,CDD,75000
812,110,2011-6-8,2020-11-19,CDD,75000
813,63,2011-5-3,2022-12-5,CDD,75000
814,168,2010-8-15,2024-1-23,CDD,75000
815,92,2010-8-28,2012-8-5,CDD,75000
816,111,2011-1-11,2019-1-1,CDD,75000
817,73,2010-4-21,2014-6-25,CDD,75000
818,34,2010-1-11,2012-12-21,CDD,75000
819,58,2010-12-15,2016-1-5,CDD,75000
820,111,2011-8-1,2020-7-8,CDD,75000
821,52,2011-1-15,2020-7-2,CDD,75000
822,61,2011-10-24,2016-9-26,CDD,75000
823,118,2010-11-6,2024-3-18,CDD,75000
824,175,2011-5-26,2020-4-6,CDD,75000
825,12,2010-5-6,2024-4-4,CDD,75000
826,10,2011-7-28,2019-1-19,CDD,75000
827,151,2010-10-14,2013-9-21,CDD,75000
828,58,2010-5-23,2023-2-18,CDD,75000
829,197,2011-4-2,2015-6-18,CDD,75000
830,138,2010-11-4,2016-9-1,CDD,75000
831,13,2011-9-7,2018-12-11,CDD,75000
832,179,2011-10-8,2017-3-27,CDD,75000
833,21,2011-6-8,2022-5-15,CDD,75000
834,82,2011-11-12,2015-7-12,CDD,75000
835,135,2010-5-11,2024-2-23,CDD,75000
836,94,2010-10-27,2020-10-20,CDD,75000
837,171,2011-6-19,2017-6-24,CDD,75000
838,51,2010-12-6,2021-4-27,CDD,75000
839,21,2010-5-12,2020-2-6,CDD,75000
840,166,2010-10-16,2017-4-26,CDD,75000
841,44,2011-5-2,2025-1-5,CDD,75000
842,124,2010-9-7,2013-2-14,CDD,75000
843,198,2011-2-17,2021-12-24,CDD,75000
844,48,2010-9-20,2025-1-20,CDD,75000
845,90,2010-3-27,2018-12-27,CDD,75000
846,122,2011-3-18,2016-8-25,CDD,75000
847,13,2011-5-8,2024-10-12,CDD,75000
848,105,2011-7-7,2013-12-23,CDD,75000
849,127,2011-8-17,2024-2-7,CDD,75000
850,77,2010-1-10,2025-11-21,CDD,75000
851,75,2010-2-2,2012-11-14,CDD,75000
852,51,2010-12-25,2018-5-7,CDD,75000
853,111,2011-11-16,2013-4-23,CDD,75000
854,64,2010-2-23,2023-3-26,CDD,75000
855,117,2010-4-1,2019-4-19,CDD,75000
856,9,2011-9-22,2017-9-24,CDD,75000
857,3,2010-3-19,2013-7-5,CDD,75000
858,126,2011-3-21,2020-2-16,CDD,75000
859,199,2011-9-20,2015-3-24,CDD,75000
860,99,2010-8-6,2012-12-22,CDD,75000
861,26,2010-9-9,2014-10-13,CDD,75000
862,60,2011-1-18,2020-10-8,CDD,75000
863,135,2010-11-1,2014-4-4,CDD,75000
864,63,2011-7-4,2016-5-14,CDD,75000
865,132,2010-1-8,2024-11-10,CDD,75000
866,188,2010-4-24,2018-2-2,CDD,75000
867,40,2011-10-14,2013-9-26,CDD,75000
868,67,2011-3-27,2017-9-10,CDD,75000
869,63,2011-6-26,2025-5-9,CDD,75000
870,170,2010-9-2,2022-9-25,CDD,75000
871,104,2011-12-20,2021-11-14,CDD,75000
872,165,2010-5-22,2016-5-17,CDD,75000
873,105,2011-9-8,2013-4-26,CDD,75000
874,93,2010-7-2,2014-7-18,CDD,75000
875,33,2010-4-14,2017-11-9,CDD,75000
876,74,2011-7-7,2013-5-8,CDD,75000
877,107,2010-5-21,2021-3-19,CDD,75000
878,124,2011-1-18,2015-6-4,CDD,75000
879,71,2011-1-27,2022-9-10,CDD,75000
880,56,2011-5-21,2021-5-7,CDD,75000
881,198,2011-5-13,2017-9-5,CDD,75000
882,170,2010-5-28,2021-12-12,CDD,75000
883,44,2011-12-4,2021-12-6,CDD,75000
884,67,2011-12-27,2021-8-11,CDD,75000
885,2,2010-11-24,2020-3-15,CDD,75000
886,9,2010-8-23,2019-11-28,CDD,75000
887,140,2010-11-15,2024-2-14,CDD,75000
888,101,2010-10-24,2024-3-26,CDD,75000
889,75,2011-6-5,2017-12-17,CDD,75000
890,172,2011-6-24,2012-7-16,CDD,75000
891,62,2010-12-11,2025-1-16,CDD,75000
892,140,2010-7-12,2021-3-10,CDD,75000
893,96,2010-12-25,2021-6-16,CDD,75000
894,94,2011-4-4,2014-10-25,CDD,75000
895,194,2010-8-18,2023-5-20,CDD,75000
896,152,2011-12-16,2017-7-1,CDD,75000
897,132,2011-3-27,2024-7-20,CDD,75000
898,50,2010-7-27,2020-6-26,CDD,75000
899,140,2011-10-25,2021-2-8,CDD,75000
900,57,2011-9-5,2015-11-18,CDD,75000
901,66,2011-2-18,2023-5-28,CDD,75000
902,19,2011-9-20,2019-12-6,CDD,75000
903,144,2010-4-1,2012-6-27,CDD,75000
904,91,2010-6-2,2014-7-12,CDD,75000
905,93,2011-7-6,2013-5-26,CDD,75000
906,151,2010-7-17,2025-11-24,CDD,75000
907,183,2011-7-3,2023-5-5,CDD,75000
908,116,2011-5-28,2019-6-9,CDD,75000
909,47,2011-8-22,2019-5-10,CDD,75000
910,160,2010-9-26,2014-2-26,CDD,75000
911,114,2010-2-15,2022-12-1,CDD,75000
912,170,2010-4-14,2016-10-27,CDD,75000
913,163,2011-7-25,2014-9-27,CDD,75000
914,160,2011-8-28,2021-5-20,CDD,75000
915,53,2010-1-5,2015-1-25,CDD,75000
916,154,2010-2-21,2013-9-16,CDD,75000
917,150,2011-4-10,2020-9-2,CDD,75000
918,111,2010-12-26,2015-1-5,CDD,75000
919,143,2011-4-2,2014-6-28,CDD,75000
920,155,2011-11-21,2017-6-5,CDD,75000
921,10,2011-6-9,2025-7-11,CDD,75000
922,150,2011-12-23,2017-5-24,CDD,75000
923,176,2010-11-21,2022-10-10,CDD,75000
924,15,2011-5-13,2014-10-26,CDD,75000
925,111,2010-8-28,2021-8-21,CDD,75000
926,47,2011-2-5,2019-1-3,CDD,75000
927,158,2010-11-26,2012-4-11,CDD,75000
928,142,2010-5-16,2015-9-13,CDD,75000
929,66,2010-2-5,2025-10-12,CDD,75000
930,150,2011-12-20,2022-11-16,CDD,75000
931,148,2010-11-3,2014-4-8,CDD,75000
932,146,2010-1-13,2021-12-11,CDD,75000
933,54,2010-10-13,2015-6-25,CDD,75000
934,20,2010-11-21,2015-12-25,CDD,75000
935,40,2011-7-20,2021-9-19,CDD,75000
936,93,2011-6-5,2016-4-26,CDD,75000
937,86,2010-7-19,2018-11-6,CDD,75000
938,133,2011-12-14,2013-6-23,CDD,75000
939,126,2010-6-6,2015-7-18,CDD,75000
940,16,2010-2-27,2018-5-19,CDD,75000
941,161,2010-11-2,2019-11-7,CDD,75000
942,75,2011-5-11,2017-6-14,CDD,75000
943,21,2011-1-3,2018-1-5,CDD,75000
944,72,2010-10-7,2015-4-18,CDD,75000
945,131,2011-12-25,2021-12-22,CDD,75000
946,139,2010-4-26,2014-11-27,CDD,75000
947,146,2011-7-6,2016-12-17,CDD,75000
948,178,2011-3-19,2021-2-14,CDD,75000
949,124,2010-9-5,2013-11-2,CDD,75000
950,36,2011-8-15,2019-8-26,CDD,75000
951,16,2011-5-24,2018-1-19,CDD,75000
952,196,2010-4-27,2024-11-5,CDD,75000
953,140,2010-3-24,2018-2-1,CDD,75000
954,68,2010-3-18,2020-11-3,CDD,75000
955,191,2010-10-27,2022-6-26,CDD,75000
956,55,2010-1-7,2025-9-3,CDD,75000
957,95,2011-8-16,2023-4-10,CDD,75000
958,32,2011-2-12,2021-11-16,CDD,75000
959,174,2011-9-21,2022-1-10,CDD,75000
960,41,2010-6-25,2020-3-5,CDD,75000
961,144,2011-11-26,2015-5-9,CDD,75000
962,168,2011-4-6,2022-4-3,CDD,75000
963,22,2010-9-5,2014-7-4,CDD,75000
964,18,2011-8-25,2015-8-2,CDD,75000
965,35,2011-1-15,2013-11-16,CDD,75000
966,131,2011-12-6,2021-8-28,CDD,75000
967,17,2011-9-27,2023-2-18,CDD,75000
968,199,2011-11-11,2014-7-27,CDD,75000
969,164,2010-5-10,2022-3-19,CDD,75000
970,28,2011-7-18,2025-8-4,CDD,75000
971,89,2010-2-4,2021-2-26,CDD,75000
972,186,2010-6-6,2017-7-25,CDD,75000
973,102,2011-4-2,2023-10-19,CDD,75000
974,91,2011-11-1,2016-8-18,CDD,75000
975,48,2010-9-17,2015-4-9,CDD,75000
976,41,2010-5-27,2015-10-28,CDD,75000
977,56,2011-4-21,2023-7-16,CDD,75000
978,188,2010-5-17,2016-2-27,CDD,75000
979,55,2011-9-12,2017-7-7,CDD,75000
980,134,2010-3-11,2016-9-8,CDD,75000
981,34,2011-8-16,2012-5-4,CDD,75000
982,125,2010-1-25,2017-2-28,CDD,75000
983,193,2010-1-11,2020-9-20,CDD,75000
984,190,2011-7-17,2024-3-8,CDD,75000
985,5,2010-12-11,2015-10-9,CDD,75000
986,16,2010-11-15,2013-12-25,CDD,75000
987,8,2011-11-23,2020-8-19,CDD,75000
988,186,2010-1-15,2022-7-27,CDD,75000
989,80,2010-2-6,2023-10-16,CDD,75000
990,121,2011-9-23,2021-9-15,CDD,75000
991,10,2011-5-12,2022-6-27,CDD,75000
992,128,2011-6-13,2025-2-15,CDD,75000
993,119,2010-3-22,2013-5-13,CDD,75000
994,52,2011-6-16,2013-9-19,CDD,75000
995,73,2010-10-20,2022-12-14,CDD,75000
996,147,2010-10-6,2018-12-10,CDD,75000
997,143,2011-6-6,2023-12-20,CDD,75000
998,77,2011-7-16,2012-5-9,CDD,75000
999,100,2011-9-17,2019-11-6,CDD,75000
1000,44,2011-6-11,2019-1-6,CDD,75000
1001,158,2010-3-1,2024-2-21,CDD,75000
1002,177,2010-6-5,2015-12-15,CDD,75000
1003,169,2011-4-20,2023-2-7,CDD,75000
1004,155,2011-11-8,2024-11-3,CDD,75000
1005,49,2010-2-15,2024-10-17,CDD,75000
1006,193,2010-11-23,2024-5-5,CDD,75000
1007,187,2011-6-4,2012-3-3,CDD,75000
1008,170,2011-5-7,2017-3-3,CDD,75000
1009,53,2010-7-5,2016-7-13,CDD,75000
1010,136,2011-11-26,2015-5-5,CDD,75000
1011,177,2010-8-13,2023-8-4,CDD,75000
1012,50,2010-4-9,2022-11-27,CDD,75000
1013,146,2010-7-13,2023-7-1,CDD,75000
1014,77,2011-8-8,2024-9-4,CDD,75000
1015,169,2010-3-8,2019-5-7,CDD,75000
1016,64,2011-1-26,2014-8-11,CDD,75000
1017,10,2011-5-7,2021-7-26,CDD,75000
1018,123,2011-12-6,2021-8-8,CDD,75000
1019,29,2011-1-24,2025-9-9,CDD,75000
1020,97,2011-3-20,2016-3-27,CDD,75000
1021,26,2010-7-24,2013-1-10,CDD,75000
1022,107,2010-5-19,2015-1-27,CDD,75000
1023,51,2010-10-27,2013-12-14,CDD,75000
1024,95,2010-4-6,2014-1-24,CDD,75000
1025,183,2011-8-2,2024-8-3,CDD,75000
1026,84,2011-8-26,2015-1-5,CDD,75000
1027,196,2010-12-21,2017-9-4,CDD,75000
1028,181,2011-3-8,2024-10-15,CDD,75000
1029,178,2011-2-26,2018-12-23,CDD,75000
1030,29,2011-4-20,2019-7-18,CDD,75000
1031,98,2011-11-3,2024-2-7,CDD,75000
1032,136,2011-6-16,2020-2-5,CDD,75000
1033,90,2010-12-1,2012-11-16,CDD,75000
1034,50,2010-8-17,2023-3-8,CDD,75000
1035,118,2011-10-10,2021-3-13,CDD,75000
1036,196,2010-3-18,2018-2-16,CDD,75000
1037,136,2011-11-11,2024-11-28,CDD,75000
1038,12,2010-1-15,2021-2-12,CDD,75000
1039,147,2010-8-8,2012-5-24,CDD,75000
1040,148,2011-7-14,2015-5-16,CDD,75000
1041,117,2011-5-3,2013-12-7,CDD,75000
1042,140,2010-4-11,2016-9-1,CDD,75000
1043,103,2011-8-16,2016-12-4,CDD,75000
1044,89,2010-9-26,2025-2-14,CDD,75000
1045,91,2010-4-16,2025-5-22,CDD,75000
1046,147,2010-4-8,2012-10-3,CDD,75000
1047,46,2010-5-17,2017-5-2,CDD,75000
1048,10,2010-1-2,2023-12-18,CDD,75000
1049,28,2011-6-8,2023-10-4,CDD,75000
1050,196,2011-5-24,2017-10-2,CDD,75000
1051,147,2010-5-6,2014-4-28,CDD,75000
1052,118,2010-11-24,2021-4-13,CDD,75000
1053,158,2010-8-21,2020-11-21,CDD,75000
1054,85,2010-10-2,2020-6-20,CDD,75000
1055,196,2010-3-10,2022-2-1,CDD,75000
1056,40,2011-9-6,2025-6-1,CDD,75000
1057,140,2010-6-24,2013-3-11,CDD,75000
1058,179,2010-6-8,2014-1-5,CDD,75000
1059,166,2010-2-13,2023-5-27,CDD,75000
1060,184,2010-5-19,2014-9-4,CDD,75000
1061,182,2011-7-11,2016-6-10,CDD,75000
1062,184,2011-6-27,2023-1-6,CDD,75000
1063,23,2010-2-16,2015-2-28,CDD,75000
1064,198,2010-2-4,2016-10-17,CDD,75000
1065,168,2010-9-8,2025-8-19,CDD,75000
1066,79,2011-8-3,2013-7-8,CDD,75000
1067,105,2010-4-16,2020-1-18,CDD,75000
1068,114,2010-7-6,2012-3-4,CDD,75000
1069,131,2010-2-3,2022-12-8,CDD,75000
1070,29,2010-7-7,2024-10-23,CDD,75000
1071,103,2011-7-7,2025-10-24,CDD,75000
1072,61,2011-5-5,2013-1-3,CDD,75000
1073,193,2010-5-23,2013-8-18,CDD,75000
1074,37,2010-2-3,2024-12-17,CDD,75000
1075,168,2011-8-28,2020-10-27,CDD,75000
1076,75,2011-4-9,2018-2-1,CDD,75000
1077,89,2011-3-24,2019-1-15,CDD,75000
1078,97,2010-3-15,2023-9-17,CDD,75000
1079,112,2011-6-18,2022-2-13,CDD,75000
1080,74,2011-5-28,2020-3-18,CDD,75000
1081,65,2011-8-3,2024-10-28,CDD,75000
1082,91,2011-1-14,2014-4-9,CDD,75000
1083,193,2011-7-10,2025-12-16,CDD,75000
1084,127,2011-8-14,2014-10-2,CDD,75000
1085,50,2011-2-15,2025-4-11,CDD,75000
1086,32,2010-4-21,2012-9-4,CDD,75000
1087,59,2011-12-22,2013-10-25,CDD,75000
1088,161,2010-1-27,2014-11-24,CDD,75000
1089,93,2010-10-9,2017-1-23,CDD,75000
1090,91,2010-11-14,2016-7-17,CDD,75000
1091,89,2010-8-5,2020-5-14,CDD,75000
1092,56,2011-11-26,2017-2-4,CDD,75000
1093,165,2011-7-10,2014-6-13,CDD,75000
1094,183,2011-7-21,2023-6-3,CDD,75000
1095,123,2011-3-9,2013-12-14,CDD,75000
1096,91,2011-1-19,2024-1-9,CDD,75000
1097,152,2010-3-28,2014-3-5,CDD,75000
1098,138,2011-7-19,2024-7-18,CDD,75000
1099,193,2011-4-7,2020-4-23,CDD,75000
1100,182,2011-8-10,2013-12-21,CDD,75000
1101,141,2010-7-15,2015-10-13,CDD,75000
1102,24,2010-9-9,2017-5-14,CDD,75000
1103,188,2011-11-8,2016-9-12,CDD,75000
1104,44,2011-7-17,2020-10-27,CDD,75000
1105,5,2011-3-11,2021-3-18,CDD,75000
1106,160,2010-5-5,2024-7-23,CDD,75000
1107,136,2011-5-25,2014-12-24,CDD,75000
1108,23,2011-1-28,2023-5-24,CDD,75000
1109,28,2010-10-8,2020-9-20,CDD,75000
1110,89,2010-10-14,2016-9-24,CDD,75000
1111,178,2011-1-22,2018-1-26,CDD,75000
