id_demmande,id_agent,role_com,sexe,taille,poids,date_debut,date_fin
760,71,gentil,M,2.162699634323121,105.67773020171202,2020-4-14,2021-5-5
761,116,mechant,M,1.8658773312944996,78.72837376926795,2020-11-22,2021-1-6
762,53,mechant,F,1.713577252370278,87.40326041818611,2020-9-14,2021-11-25
763,189,superhero,M,1.970547463528173,120.45089450767757,2020-11-27,2021-9-17
764,155,superhero,F,1.8037603841916048,104.62617561149085,2020-12-11,2021-10-19
765,116,mechant,M,1.7390242451890054,74.7553329233879,2020-11-23,2021-7-16
766,109,mechant,F,1.903668513929261,91.65682197346533,2020-2-24,2021-4-19
767,22,mechant,F,1.7577429275930727,54.08543295040347,2020-10-19,2021-7-22
768,101,superhero,M,1.8899007925109774,109.97471715109572,2020-3-22,2021-7-10
769,47,gentil,M,2.076695697209972,65.51930275380093,2020-2-9,2021-6-10
770,193,gentil,F,1.7994526037507979,92.08554529391029,2020-12-8,2021-1-6
771,25,mechant,F,1.6126778244180522,76.44240020946827,2020-12-28,2021-2-11
772,47,superhero,F,1.6920625955395758,70.39637587264585,2020-11-13,2021-6-25
773,119,superhero,M,2.1722792342818646,105.20109921126385,2020-3-17,2021-6-5
774,131,superhero,M,1.7269721423569162,105.55492457873035,2020-10-4,2021-4-8
775,151,mechant,M,2.1346601280599495,105.48924030490647,2020-11-20,2021-8-24
776,162,mechant,M,2.152728329907198,115.12975498728852,2020-6-2,2021-5-26
777,96,superhero,M,1.6718952681463293,64.16481763863905,2020-1-6,2021-1-7
778,190,superhero,M,2.190074185450472,111.94084533229531,2020-1-20,2021-6-1
779,22,mechant,M,2.159543952720882,85.67811857086814,2020-4-22,2021-2-17
780,104,gentil,F,1.5726224665152935,96.66595423279568,2020-5-4,2021-1-14
781,165,mechant,M,1.589712132842771,93.66311235968698,2020-8-13,2021-8-26
782,153,superhero,M,1.8439199768474095,83.95625678857388,2020-7-18,2021-6-4
783,151,superhero,M,2.167160917181712,87.24891612464594,2020-8-24,2021-12-15
784,151,mechant,F,1.7781674614655247,98.9294900181639,2020-3-18,2021-3-27
785,167,gentil,M,2.135708270097665,121.20011798251282,2020-6-12,2021-1-9
786,118,mechant,F,1.6561785692653355,77.0643824436981,2020-9-18,2021-3-5
787,153,gentil,F,1.8858483592544357,82.08612321513702,2020-11-28,2021-2-12
788,187,gentil,F,1.7234122791630986,49.433463688855916,2020-10-20,2021-1-21
789,163,superhero,M,1.942957469647748,89.96129201617853,2020-11-24,2021-3-23
790,99,gentil,M,2.129752042443683,122.6579628525485,2020-9-26,2021-5-15
791,128,gentil,F,1.9157185233939813,95.62749200615049,2020-2-19,2021-8-2
792,179,mechant,F,1.8652865352001282,107.67038551565088,2020-6-25,2021-7-13
793,101,gentil,F,1.7523338077375277,61.015064960541686,2020-9-1,2021-5-6
794,112,superhero,M,2.088105953440408,89.10917465971536,2020-2-12,2021-5-6
795,29,gentil,M,1.8538051424390602,75.50939935998952,2020-8-18,2021-3-7
796,166,superhero,M,1.6481500215640157,87.11504196935718,2020-9-26,2021-12-23
797,188,gentil,M,1.7325999310061153,67.92514279009444,2020-4-26,2021-7-26
798,127,gentil,F,1.9198767701450052,53.16515360579781,2020-4-22,2021-8-14
799,27,mechant,M,1.861930606480341,65.72860063098462,2020-12-6,2021-9-28
800,56,gentil,M,1.692507380918772,99.71396639618038,2020-3-22,2021-4-24
801,194,gentil,F,1.7026668466759995,59.41627193335947,2020-9-15,2021-1-1
802,66,mechant,F,1.719207772981006,101.05646323575931,2020-10-21,2021-1-26
803,56,mechant,F,1.9753860884669163,102.53444050011112,2020-10-17,2021-12-19
804,166,gentil,M,1.7658786770169081,88.05968457848165,2020-6-11,2021-9-12
805,188,gentil,M,1.8939922481665499,121.37153848644557,2020-12-13,2021-1-11
806,100,gentil,M,1.911004166180847,109.81191884490508,2020-6-5,2021-4-24
807,87,gentil,M,1.7169229038727996,100.31783522006549,2020-5-5,2021-10-1
808,98,superhero,M,1.7328460913579473,77.93021733533807,2020-10-17,2021-7-16
809,27,mechant,F,1.7233692096009963,46.30969409077304,2020-4-22,2021-4-2
810,182,mechant,M,2.1037680044448805,71.96240841643134,2020-11-16,2021-6-7
811,85,mechant,F,1.69182269583764,88.0366664250812,2020-5-21,2021-12-19
812,28,superhero,M,1.8584702253084466,111.3116987764127,2020-4-13,2021-8-16
813,171,gentil,F,1.9155472682617913,68.75644188987805,2020-11-15,2021-1-2
814,119,gentil,M,1.9741281434467053,95.69122555834073,2020-9-14,2021-7-26
815,3,gentil,F,1.6318591905356299,62.53948923228279,2020-7-16,2021-12-17
816,94,gentil,M,1.9100261266928047,94.96458033097883,2020-2-18,2021-9-5
817,153,mechant,M,1.96537086460375,107.67448767343987,2020-1-23,2021-9-6
818,113,gentil,F,1.623439625802443,78.24879221907231,2020-1-17,2021-9-6
819,32,gentil,M,1.9545614343142699,61.5558793750358,2020-3-1,2021-7-5
820,127,gentil,M,1.9471260283942273,64.22009323951868,2020-6-21,2021-7-14
821,60,superhero,F,1.626218718302164,67.01361382806837,2020-7-13,2021-7-4
822,168,mechant,F,1.8695599021709393,84.48806075975897,2020-5-20,2021-5-6
823,153,mechant,F,1.5421334141919314,55.081554418777316,2020-11-21,2021-3-10
824,32,mechant,M,2.169103736762203,102.91731818583176,2020-10-10,2021-8-5
825,185,mechant,M,1.889022158628059,77.20083665966368,2020-9-18,2021-6-7
826,152,mechant,M,1.912552171564045,87.27498554594098,2020-5-9,2021-1-2
827,142,superhero,M,1.7854933159446138,122.99123810942157,2020-7-23,2021-4-11
828,195,gentil,M,2.1874421635574315,121.36196589714196,2020-2-18,2021-2-3
829,4,superhero,M,1.7693957293634157,83.76417556192207,2020-6-15,2021-6-7
830,120,gentil,F,1.6726107336447007,101.77925404572758,2020-2-25,2021-9-28
831,87,superhero,F,1.6258407509146893,102.78087819659137,2020-7-17,2021-2-9
832,145,gentil,F,1.6999068313444095,59.73567110501186,2020-9-2,2021-8-27
833,66,mechant,F,1.5835522743210264,84.06896274828607,2020-6-5,2021-7-24
834,136,superhero,M,2.1519402427959995,56.78650959001586,2020-3-16,2021-11-7
835,162,superhero,M,1.783069650220907,111.66679549334673,2020-3-6,2021-10-17
836,192,mechant,F,1.9130015077793812,54.65444184650097,2020-2-18,2021-4-11
837,19,superhero,M,1.7575507652549742,60.64120106127218,2020-1-20,2021-5-11
838,182,mechant,M,1.6980980585292156,75.41850002327352,2020-2-27,2021-6-7
839,73,gentil,F,1.52013420358287,75.97654108893963,2020-1-8,2021-6-21
840,33,superhero,M,1.898389483715091,59.96728951221336,2020-1-10,2021-12-20
841,2,superhero,M,1.710371195648896,122.32277485828503,2020-3-28,2021-7-1
842,92,superhero,F,1.6689936434660482,61.6163159813094,2020-7-3,2021-11-10
843,8,superhero,F,1.8349736591435648,75.96581107160445,2020-3-27,2021-7-17
844,62,gentil,F,1.9175947938113516,55.15027939633133,2020-7-9,2021-2-8
845,106,mechant,F,1.9393840606098485,62.870172591366924,2020-7-2,2021-2-9
846,74,gentil,M,2.127854031698146,78.00369763918,2020-9-11,2021-11-26
847,40,mechant,F,1.7228257764605548,96.78267378668252,2020-2-10,2021-7-21
848,120,mechant,M,2.191822524981739,97.96536200772833,2020-2-5,2021-9-8
849,51,gentil,M,2.0272350630975047,91.253996188936,2020-7-12,2021-12-22
850,95,superhero,F,1.8100839957588524,48.28395250670588,2020-11-26,2021-9-21
851,105,mechant,M,1.8996170998862927,103.07063569622545,2020-1-11,2021-1-16
852,6,mechant,F,1.941825963854622,57.31705626345929,2020-8-23,2021-1-27
853,46,superhero,F,1.5683787700104335,84.55355001955981,2020-10-21,2021-4-16
854,34,gentil,M,1.7539553832986141,84.46009625058203,2020-12-26,2021-10-25
855,141,gentil,M,1.758813186652264,100.27000737753087,2020-12-22,2021-11-5
856,95,superhero,F,1.5040515336490083,63.05713365829918,2020-12-1,2021-2-16
857,68,gentil,M,2.043934882145986,121.23684697574548,2020-7-25,2021-12-18
858,188,mechant,F,1.5467343308371484,55.565170563270925,2020-12-3,2021-8-15
859,41,superhero,M,2.030515021443265,96.53155060108202,2020-5-2,2021-12-14
860,146,superhero,F,1.6232989063721228,46.69733734653762,2020-9-9,2021-8-6
861,99,superhero,F,1.9668140135779162,79.29291743548386,2020-12-3,2021-10-15
862,155,superhero,F,1.9564105350225847,87.00569789749864,2020-5-14,2021-7-20
863,70,superhero,F,1.6263031554683816,93.70324514326882,2020-11-27,2021-2-28
864,54,superhero,M,2.195755600368073,89.06767625170266,2020-5-6,2021-4-27
865,198,superhero,M,1.6442179297570068,116.47716738706805,2020-3-25,2021-6-2
866,177,gentil,F,1.632892468065395,63.0191361799634,2020-7-18,2021-9-19
867,15,superhero,F,1.625414329236018,82.65960634460275,2020-12-3,2021-2-15
868,72,mechant,F,1.8558655453646562,68.16099564123381,2020-3-4,2021-5-16
869,59,superhero,M,1.5762113376016669,113.53867643918332,2020-7-2,2021-11-11
870,107,gentil,M,2.122696344694354,114.70735479320442,2020-11-3,2021-3-10
871,157,gentil,F,1.9539790260477585,59.118987727506564,2020-2-25,2021-8-17
872,65,superhero,F,1.6176824832370964,106.78356449305014,2020-12-26,2021-5-14
873,44,superhero,F,1.6358064989721712,80.19134984666292,2020-10-19,2021-2-5
874,167,gentil,F,1.8796945465049841,102.67414065566354,2020-7-16,2021-11-16
875,88,superhero,M,2.100584733957183,108.08522465771976,2020-1-13,2021-7-12
876,139,mechant,M,2.130938829883424,72.54066349925327,2020-7-18,2021-6-2
877,3,gentil,M,2.158534679157073,111.30825927482633,2020-5-13,2021-1-14
878,82,mechant,M,2.177471196830118,81.89526821916942,2020-7-27,2021-12-1
879,183,superhero,F,1.5258465745469303,80.41175729397852,2020-9-26,2021-9-8
880,86,mechant,F,1.6347003103478621,107.27939782972945,2020-7-21,2021-10-24
881,132,gentil,M,1.6063882770049602,114.95331563382872,2020-1-14,2021-5-16
882,197,mechant,F,1.7731046583548344,80.29481701289762,2020-6-17,2021-11-27
883,167,superhero,M,1.9118317589462466,124.81159322199532,2020-9-3,2021-9-4
884,168,superhero,F,1.8812117915839695,100.80874163683296,2020-1-20,2021-11-5
885,174,gentil,M,2.0797781089290885,99.86268790904674,2020-5-25,2021-4-5
886,103,superhero,F,1.9882859421333208,88.13234456986488,2020-9-26,2021-6-22
887,12,superhero,M,2.065269509683873,119.89626076661355,2020-1-19,2021-1-25
888,136,gentil,M,1.8558058889854407,72.84435708919104,2020-9-3,2021-8-16
889,103,superhero,M,1.6582761391525995,65.91630447795401,2020-3-25,2021-7-27
890,91,mechant,M,1.8994162948658517,83.21945677728789,2020-3-25,2021-1-13
891,138,gentil,M,2.1346511831922244,119.52355622955861,2020-3-16,2021-3-5
892,25,gentil,F,1.659848604432328,78.42937799259639,2020-12-1,2021-11-27
893,27,superhero,M,2.131015541188529,81.16488927952837,2020-9-18,2021-11-8
894,57,gentil,F,1.7091197448483724,89.72058968331663,2020-10-1,2021-4-18
895,33,gentil,M,2.1546664294029094,74.57825151986549,2020-1-12,2021-2-1
896,60,superhero,F,1.829550033469654,85.91050064620407,2020-12-18,2021-12-5
897,29,mechant,F,1.7222204828431398,107.24183385906659,2020-3-24,2021-5-5
898,37,superhero,M,1.5303447652404054,70.10254568058444,2020-6-14,2021-6-15
899,28,mechant,M,1.5930193241859958,81.03439746253262,2020-3-21,2021-5-8
900,40,superhero,M,2.0884985819531234,89.5267709536925,2020-12-6,2021-7-18
901,66,gentil,F,1.5620606780019761,68.47156732151609,2020-4-12,2021-5-16
902,116,gentil,M,1.5297846081972184,63.72061173362694,2020-5-9,2021-9-26
903,115,superhero,F,1.5864744128348274,99.50003279876387,2020-5-15,2021-11-3
904,197,mechant,M,1.6454934614581525,105.12029007215693,2020-4-2,2021-9-3
905,143,gentil,M,2.041899546976634,95.71525604542416,2020-3-20,2021-12-28
906,116,superhero,F,1.8205477028780823,84.0029791254141,2020-6-24,2021-6-18
907,142,mechant,M,1.6665902033259683,102.58344527808342,2020-10-4,2021-1-13
908,17,gentil,M,1.740652983198397,108.14174987737772,2020-5-23,2021-12-1
909,113,gentil,M,2.035690568976021,108.50981907840944,2020-9-26,2021-2-13
910,195,gentil,M,1.8453635497929233,90.47590458403766,2020-11-25,2021-1-2
911,139,superhero,M,1.6175490222661002,58.31206352962729,2020-7-19,2021-6-2
912,67,superhero,F,1.630573979311932,49.195342728410964,2020-4-23,2021-10-21
913,79,mechant,M,1.8214838434338783,100.25381715945143,2020-2-24,2021-1-13
914,48,mechant,M,1.8657906467569951,91.6705121497444,2020-7-6,2021-10-25
915,170,superhero,F,1.9254432950101559,80.1999278320678,2020-11-26,2021-2-25
916,145,superhero,M,1.9267286735688178,84.7373191096822,2020-5-5,2021-1-28
917,3,gentil,M,1.8074148689646825,93.67877935002991,2020-1-26,2021-2-24
918,189,superhero,F,1.7162923871155145,63.687273128335505,2020-1-12,2021-8-17
919,132,superhero,F,1.968239950178114,69.43986840015606,2020-9-1,2021-2-3
920,58,gentil,F,1.926927031418061,96.87749337317375,2020-1-20,2021-6-15
921,182,gentil,M,1.8758487620644049,109.2869010094096,2020-7-23,2021-6-26
922,190,superhero,F,1.6773304823078456,69.66936750602828,2020-6-27,2021-11-19
923,19,superhero,F,1.8018754623423308,53.26483467291111,2020-11-26,2021-1-4
924,181,gentil,M,1.9859802261790238,81.68705932383347,2020-10-21,2021-8-14
925,131,mechant,F,1.8406004302931311,107.20582364697657,2020-2-3,2021-11-22
926,133,superhero,F,1.5365142950506674,49.471519230133914,2020-3-21,2021-2-14
927,22,mechant,F,1.6189174086248692,64.59067533377672,2020-2-27,2021-1-27
928,60,mechant,F,1.543853537086004,51.67145740588329,2020-12-26,2021-4-10
929,161,mechant,M,2.1250161495439057,124.8309955830255,2020-4-13,2021-2-3
930,127,superhero,F,1.8582581790768848,63.97435785392912,2020-3-17,2021-9-5
931,85,superhero,F,1.9730918936694695,91.43039299935732,2020-7-12,2021-12-6
932,178,gentil,M,1.9781677618679656,82.51801517257292,2020-8-13,2021-2-23
933,88,gentil,F,1.5367888682284736,98.19408387877311,2020-12-22,2021-12-22
934,9,gentil,M,1.848291673309849,76.78219348576624,2020-12-22,2021-5-17
935,22,superhero,M,2.1343719375302648,65.45842623284913,2020-7-26,2021-2-24
936,27,superhero,F,1.8172419422389179,55.60853606903398,2020-3-12,2021-10-13
937,31,mechant,F,1.8123188063906754,50.01702805218709,2020-9-3,2021-3-27
938,89,gentil,F,1.527880389811698,86.25747938766929,2020-5-21,2021-7-28
939,107,superhero,F,1.9820860797697446,46.591906027669005,2020-5-16,2021-2-25
940,142,superhero,F,1.9585946596259554,48.3295687343349,2020-8-11,2021-2-20
941,60,gentil,F,1.6742847912942942,108.98185678416124,2020-1-25,2021-3-28
942,193,mechant,M,1.7397702850808896,71.44013504928654,2020-3-2,2021-9-7
943,147,mechant,F,1.8586023900695774,63.06307168456465,2020-11-2,2021-12-21
944,126,mechant,M,1.8315257574207862,119.61347560336456,2020-3-5,2021-7-23
945,140,mechant,F,1.7801428747406842,84.33742563509284,2020-9-14,2021-4-22
946,183,gentil,M,2.0026152402651607,98.03725818920365,2020-9-6,2021-3-17
947,12,gentil,M,1.696267292601903,109.50663070116951,2020-9-8,2021-3-15
948,138,mechant,M,1.549572919820881,121.31714763446784,2020-12-28,2021-7-15
949,89,mechant,M,1.532114570920492,95.02446123535789,2020-1-11,2021-11-9
950,24,gentil,M,2.064669198397726,87.65190020313378,2020-5-23,2021-1-16
951,66,gentil,M,2.190061935859025,86.71329909577744,2020-11-7,2021-3-3
952,110,superhero,F,1.7873887672109317,63.3871048042236,2020-10-24,2021-11-21
953,15,gentil,M,1.8977686401762563,95.72179436195195,2020-2-6,2021-12-28
954,155,gentil,F,1.7994255088313196,82.67582452976532,2020-12-7,2021-6-7
955,20,gentil,F,1.8069130135659255,45.75250361735158,2020-7-4,2021-11-27
956,95,gentil,F,1.5696697050754245,106.96458666483024,2020-9-21,2021-1-24
957,129,superhero,F,1.813993378554094,101.48164589690437,2020-3-6,2021-1-8
958,143,superhero,M,1.6961996595456248,96.450554840435,2020-10-24,2021-9-14
959,51,superhero,M,1.5136054114510142,63.661511657422096,2020-4-18,2021-1-20
960,99,gentil,F,1.7717966267372969,89.61765483695525,2020-1-25,2021-12-9
961,67,mechant,M,2.0889414667140045,94.08397842213589,2020-1-18,2021-9-27
962,40,gentil,M,1.9413433431500269,73.70848897098077,2020-2-14,2021-8-8
963,175,superhero,M,2.016835594580309,107.28608323290153,2020-9-4,2021-1-25
964,10,mechant,M,2.1103381576181466,99.96807627910775,2020-1-9,2021-1-7
965,108,gentil,F,1.5309102684260656,90.46076734190342,2020-11-22,2021-6-28
966,155,superhero,M,1.5628000015662034,97.97384699389954,2020-12-18,2021-3-22
967,71,gentil,M,1.9883037159163686,84.18709882970211,2020-7-4,2021-10-1
968,42,superhero,F,1.5446815635229776,95.15245748746324,2020-6-15,2021-2-14
969,187,gentil,F,1.8503616662175253,58.649624103262084,2020-2-13,2021-10-17
970,115,superhero,M,1.6133301542169898,90.45812841393578,2020-4-11,2021-10-25
971,95,superhero,F,1.9758906765205968,57.995705844960995,2020-5-28,2021-1-24
972,123,gentil,M,2.1418787005089843,69.8980082065536,2020-10-9,2021-11-21
973,196,superhero,F,1.970259996473261,75.21439042099553,2020-3-26,2021-3-17
974,143,superhero,F,1.8184045200959,98.84742005049989,2020-3-24,2021-5-27
975,153,mechant,M,1.601305061203068,118.84714622594427,2020-7-22,2021-12-4
976,169,gentil,F,1.7946336593289747,88.84049735676598,2020-6-19,2021-3-1
977,157,gentil,F,1.5754275785486291,86.6487347891217,2020-1-6,2021-4-2
978,16,superhero,F,1.9344472978792377,104.19299210691051,2020-4-2,2021-9-13
979,167,mechant,F,1.7456914700913333,72.10694401577679,2020-7-22,2021-8-19
980,152,gentil,F,1.6506209092950774,77.7072655355487,2020-3-16,2021-5-11
981,170,gentil,F,1.7030835717152133,73.33284712108133,2020-1-20,2021-9-4
982,68,mechant,F,1.6811976337928418,85.04152894579764,2020-11-14,2021-6-2
983,19,gentil,M,2.0737080771903633,63.13335032218368,2020-11-6,2021-5-19
984,21,mechant,F,1.870292152966739,105.48513783173888,2020-11-17,2021-3-5
985,156,gentil,M,2.0236106920242585,63.89644748614231,2020-5-11,2021-9-14
986,28,gentil,F,1.5172539607986937,93.84781148936295,2020-1-20,2021-12-2
987,140,mechant,F,1.7737139087310672,89.91236445976477,2020-10-18,2021-2-5
988,159,mechant,F,1.7947841805595552,100.6779113527532,2020-7-20,2021-12-20
989,26,gentil,M,2.1340498893588027,77.70952938239088,2020-8-25,2021-9-2
990,57,superhero,F,1.9268466380178961,76.53928644898397,2020-3-22,2021-4-15
991,22,superhero,M,1.9630202714175666,117.39734066836442,2020-2-27,2021-5-12
992,137,gentil,F,1.7110152130758887,52.19231817990014,2020-10-8,2021-12-15
993,27,mechant,F,1.6944919253415183,59.62579810073745,2020-2-8,2021-11-5
994,2,superhero,M,1.8913515980327458,75.8064849007626,2020-7-21,2021-5-4
995,148,mechant,M,2.174001194658514,103.66650563644285,2020-11-27,2021-12-19
996,65,gentil,M,1.96931722270888,104.3685712486063,2020-2-16,2021-11-2
997,48,gentil,F,1.7606483514300761,68.94122385298579,2020-5-22,2021-10-6
998,96,gentil,F,1.8635126826163033,98.20860564736657,2020-3-17,2021-12-21
999,72,mechant,F,1.8113630345212302,50.73601358280381,2020-9-25,2021-11-19
1000,77,gentil,F,1.7867026461121087,46.6664877263631,2020-8-3,2021-4-20
1001,169,gentil,M,2.06821480756954,79.3874778477722,2020-12-23,2021-8-28
1002,49,mechant,F,1.744063844522417,74.48685880264343,2020-10-5,2021-6-3
1003,24,mechant,F,1.5425101290257903,82.37391207327651,2020-2-26,2021-2-21
1004,116,gentil,F,1.5603673578762762,101.73174184776599,2020-3-20,2021-2-23
1005,28,gentil,F,1.9438741318357429,53.792141759968985,2020-11-13,2021-5-15
1006,56,mechant,M,1.8766698275650633,76.64086647971769,2020-4-20,2021-11-26
1007,107,gentil,M,1.6694286883248042,96.07625854242588,2020-8-6,2021-4-2
1008,54,mechant,M,1.552000060609884,109.87475297012006,2020-9-19,2021-5-13
1009,133,mechant,M,1.7315573166908884,100.61717796591432,2020-3-15,2021-9-1
1010,160,superhero,F,1.6900708523813388,62.5330584182025,2020-2-17,2021-8-10
1011,54,superhero,M,2.119658223453941,75.86826497793763,2020-3-5,2021-10-4
1012,78,gentil,F,1.7389637051859794,105.70069366388977,2020-4-16,2021-3-16
1013,117,superhero,F,1.7205453771058088,75.78569932587132,2020-11-25,2021-9-3
1014,170,mechant,M,1.6605801051419453,87.10225742479881,2020-10-24,2021-12-22
1015,147,superhero,M,2.020387429454072,74.63707275867823,2020-7-5,2021-8-26
1016,155,gentil,F,1.860816843589729,51.04189610970884,2020-10-5,2021-12-2
1017,61,mechant,M,1.6984477584873174,118.44399161408887,2020-5-7,2021-9-18
1018,6,gentil,F,1.7408413593479284,72.67139171826258,2020-6-4,2021-1-2
1019,98,gentil,F,1.6780408769971513,87.30766130398075,2020-10-14,2021-5-4
1020,46,superhero,F,1.7104298993421507,106.56055895649695,2020-4-21,2021-2-13
1021,15,superhero,F,1.881401629849156,52.69698685509705,2020-6-14,2021-6-6
1022,137,mechant,F,1.8524633507290211,84.60103620320457,2020-9-6,2021-1-1
1023,175,superhero,F,1.5035662962778564,89.34472121369478,2020-5-3,2021-8-7
1024,65,superhero,F,1.884948068182148,108.81355843969646,2020-6-21,2021-5-11
1025,163,superhero,M,1.8103749400428986,103.18651718364876,2020-8-24,2021-4-21
1026,56,mechant,M,1.6130746355597756,61.36787125110132,2020-3-5,2021-12-7
1027,31,superhero,M,1.9939726628691747,66.91507255128883,2020-12-7,2021-10-10
1028,198,superhero,F,1.8096488580787495,104.92867632597682,2020-3-16,2021-12-6
1029,183,gentil,M,1.8858549695673776,99.01080914220367,2020-5-11,2021-1-19
1030,59,superhero,F,1.905769376337965,102.3692735085882,2020-8-2,2021-2-12
1031,137,mechant,M,1.9447252871729466,72.00523220631025,2020-12-9,2021-8-1
1032,22,superhero,M,1.7579011563344356,86.21185417136124,2020-10-26,2021-7-9
1033,110,mechant,F,1.7254761325065906,65.68337343840204,2020-4-20,2021-8-2
1034,87,superhero,F,1.9467651801530028,61.83995843676924,2020-5-10,2021-10-18
1035,141,gentil,M,1.7365625098938946,98.64765331312597,2020-12-14,2021-3-27
1036,57,mechant,M,1.5136629307268965,117.14393677910331,2020-8-22,2021-4-23
1037,148,superhero,F,1.8315678896312662,73.50664608728437,2020-8-12,2021-8-11
1038,135,mechant,F,1.835247890822362,109.77814505707039,2020-8-11,2021-10-5
1039,191,gentil,M,1.8833041937977524,106.63983578571454,2020-6-3,2021-1-26
1040,49,gentil,F,1.6408525681275563,100.78868375582512,2020-9-4,2021-2-1
1041,43,mechant,F,1.9727348199546892,54.52077234074727,2020-7-27,2021-5-11
1042,4,superhero,F,1.6751603423731067,54.70770612606172,2020-9-2,2021-12-2
1043,199,mechant,F,1.8480206842852602,57.15937076640883,2020-3-3,2021-7-22
1044,178,superhero,M,1.8245580711812128,101.45441873671487,2020-7-16,2021-8-20
1045,186,mechant,F,1.703986821676878,48.62155707909389,2020-4-20,2021-9-8
1046,141,gentil,M,1.739168441027004,86.97847264582683,2020-3-19,2021-10-10
1047,195,gentil,F,1.6495116175569529,45.57381824520583,2020-3-13,2021-12-4
1048,151,mechant,M,1.5032635541097727,58.78826474310157,2020-7-25,2021-5-20
1049,165,mechant,F,1.5949127782851653,96.18933815205902,2020-2-16,2021-9-6
1050,90,gentil,F,1.953046624093921,47.666844688954676,2020-1-16,2021-11-9
1051,194,superhero,F,1.8153766691265345,109.31826027503314,2020-7-17,2021-9-12
1052,11,mechant,F,1.7236645003763054,67.76704503912649,2020-1-5,2021-11-28
1053,145,mechant,F,1.8020472508108842,81.88852710602842,2020-12-25,2021-5-25
1054,12,gentil,M,1.905364221840647,112.05592347282267,2020-9-4,2021-5-12
1055,58,gentil,M,1.7650486388810416,57.321015030060515,2020-3-18,2021-5-1
1056,144,mechant,F,1.8076862673261118,62.58203894121773,2020-2-14,2021-3-23
1057,29,gentil,F,1.6231894222686651,61.28163571419418,2020-7-26,2021-7-16
1058,123,mechant,M,2.0276251672552394,57.0670727860649,2020-7-19,2021-6-24
1059,26,mechant,M,1.7658852986252502,119.26852435793367,2020-4-6,2021-6-19
1060,94,gentil,M,1.6113014455634378,95.23845648571825,2020-4-1,2021-6-24
1061,18,superhero,F,1.717220947114567,48.981068030337944,2020-10-19,2021-6-3
1062,72,mechant,M,1.8681406749129055,75.48782410318704,2020-12-3,2021-6-20
1063,40,superhero,M,1.5575114024026604,103.3356779392073,2020-2-3,2021-3-28
1064,192,gentil,M,2.0485306747100234,88.60183908195835,2020-7-21,2021-7-1
1065,191,mechant,M,1.633476884027703,78.5627666851044,2020-8-21,2021-3-14
1066,62,gentil,M,2.115860472635817,120.25757580905058,2020-12-23,2021-1-4
1067,169,mechant,F,1.5681452120643444,56.13433546818284,2020-1-19,2021-9-13
1068,106,superhero,F,1.525045172514479,73.60230117726428,2020-9-3,2021-4-11
1069,158,superhero,F,1.9666024318822712,93.65462880310494,2020-12-6,2021-4-6
1070,40,superhero,M,1.6357462609871474,69.5241156706853,2020-6-14,2021-9-17
1071,117,superhero,M,1.770893723838444,115.38103921284213,2020-6-7,2021-3-26
1072,95,mechant,F,1.717631089197643,53.912043707438,2020-6-12,2021-5-7
1073,85,mechant,F,1.8465656072751844,45.1122827431916,2020-7-1,2021-8-13
1074,49,superhero,M,1.75054177481071,88.19802111399113,2020-4-7,2021-4-21
1075,177,superhero,F,1.6369368899376233,95.5170400313192,2020-10-22,2021-1-26
1076,131,gentil,F,1.5140459855334472,46.11026145134856,2020-7-17,2021-8-13
1077,168,gentil,F,1.6513606073165878,99.85096684108566,2020-1-24,2021-12-9
1078,7,mechant,M,2.0554356819331185,78.89837001044734,2020-10-8,2021-4-22
1079,70,gentil,F,1.8506373470097102,92.41143732182354,2020-5-18,2021-6-22
1080,38,superhero,M,1.8470461498984265,69.76142784564236,2020-1-15,2021-1-1
1081,189,gentil,F,1.6574729565186574,109.412392310029,2020-11-27,2021-8-18
1082,159,mechant,F,1.705149387134418,108.26809961295287,2020-1-7,2021-8-28
1083,152,superhero,M,2.196720756399671,111.44250822765434,2020-9-6,2021-8-1
1084,161,mechant,M,1.5734212470457933,89.60227695614901,2020-11-12,2021-4-5
1085,81,superhero,F,1.9970097408585086,56.582171275419576,2020-3-6,2021-3-26
1086,164,superhero,M,1.7099923299363744,96.19362535079424,2020-2-6,2021-8-22
1087,54,gentil,M,1.8582554502442648,101.24742536415359,2020-3-14,2021-1-27
1088,150,superhero,M,1.7832162023790936,108.74372435249822,2020-11-22,2021-12-25
1089,32,gentil,M,2.1959859669601887,92.18525391370258,2020-10-18,2021-7-4
1090,132,superhero,F,1.7061459275140223,50.57023025119344,2020-11-3,2021-8-17
1091,115,gentil,M,1.8947888170631404,70.33931258610235,2020-10-23,2021-1-3
1092,87,superhero,M,1.7919155182376996,105.90928263975815,2020-4-16,2021-12-1
1093,142,gentil,M,1.8494022266361678,78.41386210385967,2020-9-20,2021-8-8
1094,12,mechant,F,1.9048587161378336,63.359843521405075,2020-4-1,2021-10-9
1095,81,superhero,F,1.8671558063174185,94.22709936444726,2020-7-18,2021-6-2
1096,174,gentil,M,2.0645732885938908,104.05714386647529,2020-9-16,2021-7-3
1097,82,mechant,M,2.049171922053789,117.83702907780037,2020-12-16,2021-11-9
1098,82,mechant,F,1.9520218775158746,82.80638834146932,2020-12-25,2021-7-3
1099,137,mechant,M,1.657881574040181,110.10792905725947,2020-7-7,2021-9-18
